name,stars
Ichiban Restaurant Japanese Cuisine,4.0
FusZen Bistro,4.0
Edo Japan,4.0
Tokiwa Ramen,4.0
Mino Japanese Restaurant & Sushi Bar,4.0
Miso Japanese Cuisine,4.0
Blue Sea Japanese Restaurant,4.0
I Love Mr Sushi,4.0
Sushi Time,4.0
Sushi To Go,4.0
Kuchi Sushi & Hibachi,4.0
Maru Global,3.5
Sono Bana,3.5
Sam's Sushi Bar,3.5
Ichiban,3.5
Miyabi Restaurant,3.5
I Love Sushi,3.5
Origami,3.5
Maeda Restaurant,3.5
Teriyaki Madness,3.5
Raw Cafe,3.5
Super Sushi Kyo Hin,3.5
Sushi Tyme,3.5
Sengyo Japanese Sushi Restaurant,3.5
Ninja Sushi Japanese Grill,3.5
Mizu Sushi Bar,3.5
Koto Sushi Bar,3.5
Hiro - Sushi & Modern Japanese Izakaya,3.5
Kumo Japanese Steakhouse & Sushi,3.5
Sushi Tori,3.5
Mt Fuji Japanese Seafood & Steakhouse,3.5
Sushi-Ya,3.5
JoTo Japanese Steak House,3.5
Haru,3.5
Tokyo Tasty,3.5
Rai Rai Ramen,3.5
Osaka,3.5
Tokyo Japanese Steakhouse & Sushi Bar,3.5
Horinoya,3.5
Sushi Sake,3.5
Samurai Japanese Restaurant,3.5
Little Tokyo Restaurant,3.5
Tokai Japanese Restaurant,3.5
Asian Cafe,3.5
Hikari Japanese Restaurant,3.5
Ikura Hibachi and Sushi,3.5
Roadhouse Grille,3.5
Liki Japanese Restaurant,3.5
Saki Endless Sushi & Hibachi Eatery,3.5
Tianfu Sushi All You Can Eat,3.5
Minami Japanese,3.5
Genji Japanese Restaurant,3.5
Sushi Moto,3.5
Sakura Japanese Restaurant,3.5
Taki,3.5
Wasabi Sushi & Asian Grill,3.5
Sarku Japan,3.5
Sakana,3.5
Minado,3.5
KELP Sushi Joint,3.5
Kobe Sushi Ramen,3.5
Edomasa,3.5
Yokohama Japanese Restaurant,3.5
Le Champignon De Tokio Sushi Bar,3.5
Moritomo,3.5
Nigiyaka Na,3.5
Samurai Japanese Hibachi Steakhouse,3.5
Kooma,3.5
Bodeli Sushi Restaurant,3.5
Tokyo Lunch Boxes,3.5
SanSai Japanese Grill,3.5
KitzMo Sushi,3.5
Koi Japanese Buffet,3.5
Nomiya,3.5
Mt Fuji Teppanyaki,3.5
Nori Sushi & Japanese Grill,3.5
Kobe Steak House Of Japan,3.5
Sarku Japan,3.5
Naked Fish,3.5
Sushi-Ten,3.5
Wasabi Sushi Bar,3.5
Kiku Japanese Fusion,3.5
Hana Japanese Restaurant,3.5
Yoshimoto Japanese Steakhouse,3.5
Fuji Sushi ,3.5
Sushi Bar & Hibachi Steakhouse,3.5
Kenko Japanese Cuisine,3.5
Ken's Sushi Japanese Restaurant,3.5
Maki Of Japan,3.5
Sushi Land,3.5
Wasabi Steakhouse And Sushi,3.5
Cafe Japon,3.5
Rickshaw Sushi,3.5
Temaki Sushi,3.5
Sushi Tsu Japanese Steakhouse & Sushi Bar,3.5
Sakura Japanese Steak House and Sushi Bar,3.5
Shiki Sushi Bar & Restaurant,3.5
OPM Wok 'N Grill,3.5
Hibachi Bar Japanese Steak House,3.5
Kyoto Sushi Japanese Restaurant,3.5
Noodle & Pie,3.5
Blue Fin Sushi &  Asian Cuisine,3.5
Soho Japanese,3.5
Kyoto Japanese Restaurant,3.5
Asakusa,3.5
Edo Japan,3.5
Sake Cafe of Chateau,3.5
Hikaru Restaurant,3.5
Ginza,3.5
Sakana Of Tokyo,3.5
Shogun Japanese Steakhouse & Sushi Bar,3.5
Miso On Meramec,3.5
GoGo Sushi,3.5
Sushime,3.5
Shintori Sushi Factory,3.5
Gachi Sushi and Noodle,3.5
Zpan Hibachi Grill,3.5
Oki Nago Japanese Seafood Buffet,3.0
Yama Japanese Restaurant,3.0
Yokozuna Japanese Restaurant,3.0
Sakura Japanese Sushi & Grill,3.0
Zen All-You-Can-Eat Sushi & Grill,3.0
Sushi Ai,3.0
Edo Japan,3.0
Zen Shabu-Shabu Sushi & Grill,3.0
Kohana Japanese Restaurant,3.0
House of Tokyo,3.0
Itsuki,3.0
Edo Japan,3.0
Kyo Sushi,3.0
Wasabi Reno,3.0
Reef Sushi & Sake,3.0
Sushi Club,3.0
Sushi on the Rocks,3.0
ICHI Japanese Ramen House,3.0
Kabuki Japanese Cuisine,3.0
Fujiyama,3.0
Hirosaki,3.0
Hibachi Japanese Steak House,3.0
Nagoya Japanese Cuisine,3.0
Ichicoro Imoto,3.0
Tokyo Hibachi & Sushi Buffet,3.0
Shintomi Japanese Restaurant,3.0
Ai Ramen,3.0
Hai Street Kitchen & Co,3.0
Minato Japanese Restaurant,3.0
Hokkaido,3.0
Tokyo Buffet,3.0
Chew Doin Fried Chicken & Ramen,3.0
Ippindo Ramen House,3.0
Teriyaki Corner Japanese Bistro,3.0
Zen Bento,3.0
Hibachi Japanese Steak House & Sushi Bar,3.0
Shogun Japanese Steakhouse,3.0
Osaka Express,3.0
Sake Cafe Veterans,3.0
Sarku Japan,3.0
Guresu,3.0
Woo Chon,3.0
Edo Japan,3.0
Hayashi Japanese Buffet,3.0
Ginza Japanese Steak House,3.0
Sake House,3.0
Sushi King,3.0
Tepanyaki Japanese Steak House,3.0
Art of Sushi,3.0
Sushi Teri,3.0
Shangri La Inn,2.5
Tokyo Express,2.5
Maki of Japan,2.5
Oishi Sushi And Teriyaki,2.5
Goten Japanese Restaurant,2.5
Yummy Teriyaki,2.5
Ichiban Buffet & Grill,2.5
Tokyo Express,2.5
Mika,2.5
Kyoto Japanese Cuisine,2.5
Sarku Japan,2.5
Sushi Shop,2.5
Wasabi Japanese Steakhouse and Sushi,2.5
@Ramen,2.5
Sumo Sumo,2.5
Hikaru,2.5
Hibachi San,2.5
Japanese Garden,2.5
Sushi-Kito,2.5
Fuku Sushi,2.5
Suki Hana,2.0
Sakura Express,2.0
Arigato Japanese Steak House,2.0
Tokyo Express,2.0
Tokyo Express,1.5
Tokyo Express,1.0
