name,stars
Four Seasons Donuts,4.5
Five Guys Famous Burgers & Fries,4.5
Chan's Garden,4.5
Café BellaVita,4.5
"Towie's Grocery, Deli & Coffee Shop",4.5
The Great Wall,4.5
Hot Diggity Dog,4.5
Nine Thai Cuisine,4.5
Skyler's Hoagies,4.5
Portofino Ristorante,4.5
Gateway Diner,4.0
Serrano Restaurant,4.0
Di Paolo's Italian Ristorante,4.0
Franco's Pizzeria,4.0
Mikado Japanese Cuisine,4.0
Zushi Dozo,4.0
The New Berlin Diner,4.0
Fruit Sensations,4.0
cucina di pirone,4.0
East Ridge Pizzeria Restaurant,4.0
Pineapple Asian Restaurant,4.0
B-Unos,4.0
La Vita Pizzeria,4.0
Blue Monkey Tavern,4.0
Sal Vito Pizza,4.0
The Union House,4.0
China House,4.0
Izzie's Eatery,4.0
Dominic's Tavern,4.0
Mt Fuji Japanese Restaurant,4.0
Dona Provis,4.0
Jerry's Pizza,4.0
Mr Bee's Deli,4.0
Osaka,4.0
Osushi Japanese Restaurant,4.0
Forno Pizzeria & Grille,4.0
Mirabella Italian Restaurant,4.0
Tandoori Kabab,4.0
Pizzeria Manninos,4.0
DiPaolo's Red Lion Inn,4.0
Five Guys,4.0
Chef Chan's Restaurant,4.0
Cafe 128,4.0
Fieni's Ristorante,4.0
Shangri La,4.0
Hunan Wok,4.0
Loupy's Crabs & Seafood & Catering,4.0
Golden Dawn Diner,4.0
Pho City,4.0
Melinda's Gourmet Specialty Deli,4.0
King Wong,4.0
Hanoi Cuisine,4.0
Catelli Ristorante & Caffe,4.0
Seafood Haven,4.0
Mulan Chinese Restaraunt,4.0
Hoy Yeung Restaurant,4.0
Munsalwa Pakistani & Indian Restaurant,4.0
Mikado Japanese Restaurant,4.0
Juanita's Mexican Cuisine,4.0
Eatalia II,4.0
Mr Sushi All You Can Eat,4.0
Taqueria El Mariachi,4.0
Il Fiore Restaurant,4.0
Spanish Island,4.0
Cap'ns Corner,4.0
Amma's South Indian Cuisine,4.0
Anthony's Pizza,4.0
Fat Louie's,4.0
Boccone,4.0
Golden Gate II Diner,4.0
Delran Coffee Shop,4.0
Alumni Grill,4.0
Macona BBQ,4.0
Mirko's: A Taste of Europe,4.0
Catanzareti Pizza & Italian Restaurant,4.0
Asian Chef Fusion Cuisine,4.0
Firehouse Subs,4.0
Munchy Time,4.0
Mango's Cafe,4.0
Go Stir Fry,4.0
The Station,4.0
Capri Pizza,4.0
Elements Cafe,4.0
Just Steaks,4.0
The Shop Pizzeria & Market,4.0
Nunzio Ristorante Rustico,4.0
Caffe Galleria Restaurant Market,4.0
Yummy Yummy,4.0
John’s Pizza,4.0
Siri's Thai French Cuisine,4.0
Anthony's Coal Fired Pizza,4.0
Ludovico's,4.0
No 1 Chinese Food,4.0
Cha's Seafood,4.0
Sarku Japan,4.0
1911 Smoke House Barbeque,4.0
Anthony's Pizza Town,4.0
Panda Bistro,4.0
Angelo's Pizza,4.0
Cinder Bar,4.0
Rainbowtown Chinese Restaurant,4.0
Krystal Vy Chinese Restaurant,4.0
Danny’s Pizza Pizzazz,4.0
Pasta Pomodoro,4.0
Nicola's Pizza,4.0
Jalapenos Grill 2,4.0
Time Out Sports Bar & Grill,4.0
Pine Hill Pizza And Grill,4.0
House of Pizza,4.0
Wawa,4.0
Eagle's Diner,4.0
Whole Hog Cafe,4.0
Indiya,4.0
Thuy Tien,4.0
Amy's Omelette House,4.0
Wings To Go,4.0
The Wing Kitchen,4.0
Thai Son,4.0
Blueplate,4.0
Coriander Indian Bistro,4.0
Benny's Brick Oven Pizzeria,4.0
Shrimp Boat,4.0
Graystone Cafe,4.0
Aziza's Restaurant,4.0
Mario & Franks IV,4.0
Vesuvio Ristorante,4.0
Deepwater Diner,4.0
The Farm and Fisherman Tavern,4.0
Empire Pizza,4.0
Amy's Omelette House,4.0
The New Il Mi Jung,4.0
Pho 9,4.0
Healthy Garden & Gourmet Pizza,4.0
Erini Restaurant,4.0
Steak Out,4.0
Han Dynasty,4.0
Yanagi Too,4.0
Jin Cheng Chinese Restaurant,4.0
G&G Pizza Eatery,4.0
New Yong's Village,4.0
La Cita,4.0
Pho So 1,4.0
Dong Huan Restaurant,4.0
Table 8 Bistro,4.0
Luna Y Sol Mexican Restaurant,4.0
Oliver A Bistro,4.0
New China Moon,4.0
Mexican Mariachi Grill,4.0
Jersey Mike's Subs,4.0
Restaurante El Mariachi,4.0
Fuji Japanese Restaurant,4.0
Subway Restaurants,4.0
Deluxe Italian Bakery,4.0
Melange At Haddonfield,4.0
That's Amore,4.0
Whole Hog Cafe,4.0
Greenplate,4.0
Fleming’s Prime Steakhouse & Wine Bar,4.0
Sushi To Go,4.0
Ten Asian Food Hall,4.0
Francos,4.0
Villa Barone,4.0
Caffe Galleria,4.0
Priori's Delicatessen,4.0
Aunt Berta's Kitchen Too,4.0
Bean Street Cafe,4.0
Chopstix House,4.0
PrimoHoagies,4.0
Massimo's Pizza,4.0
Angelo's Pizza,4.0
Szechuan House,4.0
Cielito Lindo,4.0
Brian's,4.0
Mexico Lindo Restaurant,4.0
Chick-fil-A,4.0
Joe's Pizzeria,4.0
Metro Italian Family Restaurant & Grill,4.0
Shamrock Deli,4.0
Happy Garden Chinese Carry-Out Restaurant,4.0
Downtown Deli,4.0
La Polpetta,4.0
Trenton Social,4.0
Mi Tierra,4.0
Master Chef,4.0
Francesco's,4.0
Marlene Mangia Bene,4.0
Casa Taco Express,4.0
Centanni Pizza & Italian Grill,4.0
Peoples Choice Restaurant & Deli,4.0
Mr China,4.0
The Hummingbird Restaurant,4.0
Santini Pizzeria,4.0
Fame Dish,4.0
China Express,4.0
Bangkok City,4.0
Rossano's Pizzeria & Restaurant,4.0
The Bagel Barn,4.0
Dunleavy's Restaurant & Cocktail Lounge,4.0
Island Dreams Cuisine,4.0
Cousins Maine Lobster - Trenton & Philadelphia,4.0
Yi Pin Cuisine,4.0
Spicy Affair,4.0
Umi Japanese Cuisine,4.0
Bagel Express,4.0
Fabrizio Pizza,4.0
El Chapin,4.0
Hunan Wok,4.0
Best Food in Town,4.0
Rustic Grille,4.0
Lim Fong's Delight,4.0
The Avocado Mexican Grill,4.0
Palace Of Asia,4.0
Brother Seafood Restaurant,4.0
Divincenzo's Pizza,4.0
Jaritza's Restaurant,4.0
Rollin Gardens Chinese Restaurant,4.0
Lai Thai Cuisine,4.0
Lighthouse Jamaican Restaurant,4.0
Vid's Deli,4.0
Palermo's Pizzeria & Restaurant,4.0
King Street Pub,4.0
LaScala's Fire,4.0
Ginger Asian Cuisines,4.0
SliCE,4.0
Cacia's Bakery,4.0
Smashburger,4.0
Amici Milano,4.0
Dominic's Pizza,4.0
Panichelli's Pizza & Wings,4.0
Broadmoor Restaurant,4.0
Palace Asian Restaurant,4.0
Dream Cuisine Cafe,4.0
La Vita Pizzeria II,4.0
Taqueria Atexquita,4.0
La Rosa Chicken & Grill,4.0
Helen's Cafe and Gardens,4.0
La Posata Ristorante,4.0
Best Of The Wurst,4.0
Riverside BBQ,4.0
Sushi Guys,4.0
Franco's Taqueria,4.0
Apron Cafe,4.0
Big Mike's Grill,4.0
Pats Select Pizza|Grill,4.0
Jalapeños Grill &' Bar,4.0
Jake's on Greentree,4.0
Lumpys BBQ,4.0
Sushi To Go,4.0
Jacquelines Pizza & Pasta,4.0
Ray's Pizza,4.0
Bobby D's,4.0
The Mansion House,4.0
Viana's Italian and Mediterranean Cuisine,4.0
Sushi To Go,4.0
The Kitchen Consigliere,4.0
The Kettle & Grille,4.0
Five Guys,4.0
Redstone American Grill,4.0
Guinto's Pizzeria & Italian Restaurant,4.0
El Zarape Restaurant,4.0
The Scotch Bonnet Kitchen,4.0
Pitas & Greens,4.0
Robin's Nest Restaurant,4.0
Kaffir Thai,4.0
Tabboulee,4.0
PrimoHoagies,4.0
Tu Sei Bella,3.5
Flying W Airport & Resort,3.5
Tejas Grill,3.5
Sweet Lulas Restaurant,3.5
Ritz Pastry & Coffee Shoppe,3.5
Phu Khang,3.5
It's Nutts on the Canal,3.5
China One,3.5
Las Cabanas,3.5
Pholicious,3.5
Lotus Oriental Restaurant,3.5
Divine Pizza,3.5
"Ciconte's Italia Pizzeria, West Deptford",3.5
Peking Restaurant,3.5
Maggio's Pizza and Pasta,3.5
The Bagel Cafe,3.5
Westampton Family Diner,3.5
Blackbird Dining Establishment,3.5
Peter's Pizza and Deli,3.5
Towne Tavern,3.5
Golden Garden,3.5
Maggiano's Little Italy,3.5
Anthony's Pizza Palace,3.5
La Piazza di Scotto,3.5
Three Beans Coffee Co,3.5
Wild Ginger,3.5
Crown Fried Chicken,3.5
Super Sushi Kyo Hin,3.5
Taste of Soul,3.5
Bread and Bagels,3.5
Center Square Tavern,3.5
The Patti Wagon Cafe,3.5
John's Pizza,3.5
Purple Pizza & Grill,3.5
Genova Pizza,3.5
Precious Kitchen,3.5
Chef Chun Chinese Restaurant,3.5
QDOBA Mexican Eats,3.5
Library II,3.5
Rita's Italian Ice,3.5
Ming Lok Chinese Restaurant,3.5
Pizza Wings Steaks & Things,3.5
Dave & Buster's,3.5
Station House Restaurant,3.5
Tokyo Mandarin,3.5
Buck's Ice Cream & Espresso Bar,3.5
Stella Pizza,3.5
Crazy Cow Steak,3.5
Kawah Chinese Restaurant,3.5
La Tavola,3.5
Arena Diner,3.5
Cacia's Bakery - Cherry Hill,3.5
Tokyo Tasty,3.5
1911 Smokehouse,3.5
Ying Hui Chinese Restaurant,3.5
La Esperanza Restaurant & Bar,3.5
Guillermo's Italian Cuisine,3.5
Nottingham's Pizza & Deli,3.5
China Wok,3.5
China King,3.5
Friends Cafe,3.5
China Boys,3.5
Goody's Pizza,3.5
Jimmy John's,3.5
Asian Bambo,3.5
Creekside Inn,3.5
Brickwall Tavern and Dining Room,3.5
Famous Dave's Bar-B-Que,3.5
Lucky Dragon,3.5
Courthouse Café & Catering,3.5
GiGi's Cafe,3.5
Yoshimoto Japanese Steakhouse,3.5
Rodizio Grill - Voorhees,3.5
San Lucas Mexican Restaurant,3.5
Gold Garden,3.5
Seasoned Wok,3.5
Grabbe's Seafood Restaurant & Crab House,3.5
Soul Boat,3.5
Brothers Pizza,3.5
Rocco’s Pizza,3.5
Top Notch,3.5
Charlie Brown's Steakhouse,3.5
Botto’s Italian Line Restaurant,3.5
The Kove,3.5
Black Horse Diner & Restaurant,3.5
Pei Wei,3.5
Upper Crust Pizza & Italian Restaurant,3.5
No 1 China Chinese Restaurant,3.5
Peacock Cafe,3.5
New China King,3.5
Zena's American Mediterranean Cuisine,3.5
Red Lion Diner,3.5
Anton's At the Swan,3.5
Luciano’s pizza,3.5
Treno Pizza Bar,3.5
Posh Pop Bakeshop,3.5
Coppola Pizzeria,3.5
Sakura Spring Oriental Cuisine,3.5
PrimoHoagies,3.5
PBandU Moorestown Mall,3.5
King of Pizza,3.5
Bonefish Grill,3.5
The Madison,3.5
Pollo Campero,3.5
Samurai Japanese Hibachi Steakhouse,3.5
Fortune Cookie Restaurant,3.5
Weber's,3.5
Taco Bell,3.5
Dunkin',3.5
King Of Pizza,3.5
Burger King,3.5
No 1 Chinese Restaurant,3.5
Royal Mandarin Chinese Restaurant & Sushi Bar,3.5
Benitos Pizza & Mexican Cuisine,3.5
Capital Pizza,3.5
Corleone's Old Fashion Tomato Pie & Pizza,3.5
Sorrento's Pizza,3.5
Vito's Pizza N' Sub Shop,3.5
Somsak Thai Cuisine,3.5
Jalapeno's,3.5
Yanagi,3.5
Prince Fried Chicken,3.5
Ciconte's Italia Pizzeria,3.5
Vincents Pizza,3.5
Baked and Sconed,3.5
Chick-fil-A,3.5
Philly Grill & Pizza,3.5
Blue Fig Cafe,3.5
Umpasri Authentic Thai Cuisine,3.5
King's Palace,3.5
Monsoon Fine Indian Cuisine,3.5
Montesini Brick Oven Pizzeria & Restaurant,3.5
Rossi's Bar & Grill,3.5
King's Wok,3.5
Happy Buffet,3.5
Chef's Kitchen,3.5
Firebirds Wood Fired Grill,3.5
Sam's Cafe Grill,3.5
Pizza Plaza,3.5
Nick & Joe's Pizzeria,3.5
Mulan Chinese Restaurant,3.5
Jacob's Pizza & Italian Cuisine,3.5
China Wok,3.5
Corner Bakery Cafe,3.5
The Bagel Zone,3.5
Coco's Cocina Tex Mex  Restaurant,3.5
Naked Pizza,3.5
Manny's Sicilia Pizza,3.5
China Garden,3.5
Tikal Restaurant and Lounge,3.5
La Guadalupana Mexican Restaurant,3.5
Yeung's Lotus Express,3.5
Raymond's Pizza,3.5
Acapulco Bar & Grill,3.5
Chef King,3.5
Nova Trattoria,3.5
Trent City Pizzeria,3.5
Vinnys Pizza,3.5
Bravos,3.5
Capriottis,3.5
Masso's Deli & Pizzeria,3.5
Briole's Pizza,3.5
Scotto Pizza,3.5
Rita's Italian Ice,3.5
China Bowl Take Out,3.5
Little Sicily,3.5
Rode's Fireside Restaurant & Tavern,3.5
Teddy's Diner,3.5
Mullica Hill Amish Restaurant,3.5
Finizio's Italian Eatery & Pizzeria,3.5
Happy Garden Chinese Restaurant,3.5
Wawa,3.5
Ray's Subs,3.5
Emma's Steak and Pizza Joint,3.5
Crust N Fire,3.5
Pete's Pizza & Italian Grill,3.5
Taco Lindo,3.5
George's Restaurant,3.5
Pho 38,3.5
Miyabi Restaurant,3.5
Harvest Diner-Restaurant,3.5
Veronica's Restaurant,3.5
Ye Olde Centerton Inn,3.5
Krispy Krunchy Chicken,3.5
Bogey's Sewell,3.5
Lake House,3.5
Thai Tida By Mike & Natta,3.5
Brother's Pizza,3.5
The Sub Shoppe,3.5
Starbucks,3.5
Island Treat,3.5
Verchio's Produce Outlet,3.5
Pancheros Mexican Grill,3.5
Palace of Asia,3.5
B.GOOD,3.5
Sol Sazon,3.5
Rick's Restaurant,3.5
Distrito,3.5
Toppings Frozen Yogurt,3.5
Kono Pizza,3.5
Cacia's Bakery of Audubon,3.5
Ritz Seafood,3.5
Fuddruckers Restaurant,3.5
Louisiana Chicken,3.5
Mulan Chinese Restaurant,3.5
El Taco Loco,3.5
Ali Baba Mediterranean Cuisine,3.5
Pat's Diner,3.5
Gallo's Bakery,3.5
Seven Brothers Pizzeria,3.5
JD's Soul Food Kitchen,3.5
McGuinn's Place,3.5
Buffalo Bills Barbecue,3.5
Bonefish Grill,3.5
King of Pizza,3.5
Good Foods To Go,3.5
Paulie's Restaurant and Saloon,3.5
Pizzicato,3.5
Mr Rice,3.5
Arirang Korean Cuisine,3.5
Eagle Diner,3.5
Houlihan's,3.5
Gaetano's the Original,3.5
The Vault Bar and Restaurant,3.5
Pat's Deli,3.5
Angelo's Pizza,3.5
RiverPark Pub,3.5
Daniela's Pizza,3.5
Charlie Browns Steakhouse,3.5
New China Inn Buffet,3.5
Sengyo Japanese Sushi Restaurant,3.5
Cindy's Chinese Restaurant,3.5
New China Chinese Restaurant,3.5
Nick's Pizzeria & Steak House,3.5
Eagle Diner,3.5
QDOBA Mexican Eats,3.5
Bamboo Fusion,3.5
Merryman's Pub,3.5
Villa Rosa Pizza & Restaurant,3.5
Baby Luna,3.5
Jimmy John's,3.5
Whistlers Inn,3.5
Tony & Ruth Steaks,3.5
La Vita's Pizzeria,3.0
No 1 Chinese Kitchen,3.0
Gaetano's Steaks & Subs,3.0
LaScala's Pronto - Mt. Laurel,3.0
Metro Grille,3.0
Domino's Pizza,3.0
Pancheros Mexican Grill,3.0
New Panda Restaurant,3.0
Pat's Pizzeria,3.0
Dublin Square,3.0
Adelphia Pizza,3.0
Lobster Trap,3.0
Buca Di Beppo,3.0
Wawa,3.0
Talk of the Towne,3.0
Pizza Village,3.0
Pancheros Mexican Grill,3.0
Villa Rosa,3.0
Hartford Market and Italian Deli,3.0
Red Lobster,3.0
Wok & Roll,3.0
Thomas' Ristorante,3.0
Arby's,3.0
Smashburger,3.0
R-Macs Publick House,3.0
Bravo Pizza,3.0
Scarlet Ibis Caribbean Fuision Cuisine,3.0
Red Apple Chinese Restarant,3.0
Clara Burton Service Area,3.0
McDonald's,3.0
Black’s Blues,3.0
Chipotle Mexican Grill,3.0
The Boyz Subs & Steaks,3.0
Ritz 16,3.0
Frankie's Pizza,3.0
Santorini Cafe,3.0
King of Pizza,3.0
Taco Bell,3.0
Bertucci's Italian Restaurant,3.0
Pasha Mediterranean Kitchen,3.0
Lim Fong's Delight III,3.0
Stephanies Too,3.0
Joe's Crab Shack,3.0
La Pizza,3.0
Flava! Jamaican Soul Food Restaurant,3.0
Chick-fil-A,3.0
Barcelona Bistro,3.0
Russ Ayres Hot Dog Stand,3.0
Starbucks,3.0
Tina's Bagel Factory,3.0
Starbucks,3.0
Victory Chinese Restaraunt,3.0
La Terrazza Ristorante Italiano,3.0
Bobby Chez,3.0
Spyros Pizzeria Carneys Point,3.0
Angelo's Pizza,3.0
Taco Bell,3.0
Jersey Bagel Cafe and Pizza,3.0
Bobby Chez,3.0
Papa John's Pizza,3.0
Wawa Food Markets,3.0
Massimo's,3.0
Madras Indian Cuisine,3.0
Pei Wei,3.0
Chickie's & Pete's,3.0
A Little Cafe,3.0
Tony Soprano's Pizza,3.0
Dunkin',3.0
Catelli Duo Moorestown,3.0
Outback Steakhouse,3.0
Pats Select Pizza & Grill,3.0
Blue2o Seafood Grill + Bar,3.0
Keep It Shrimple,3.0
Nick's Pizzeria,3.0
Ultimate Grill & Pizza,3.0
Zac's Pancake House,3.0
The Sticky Wicket,3.0
Papa Mario's Pizza,3.0
Marcello's Ristorante and Pizzeria,3.0
Monarch Diner,3.0
Tokyo Hibachi & Sushi Buffet,3.0
Fat Shack,3.0
Painted Cottage Cafe,3.0
Short Hills Restaurant & Deli,3.0
Dunkin',3.0
White Horse Diner,3.0
DeAnna's Restaurant,3.0
Jamaican empire,3.0
1000 Degrees Neapolitan Pizzeria,3.0
Carmen's Deli,3.0
Yummy Yummy Chinese Restaurant,3.0
Super Wok,3.0
Santi Pizza,3.0
Coconut Bay Asian Cuisine,3.0
Kuzina By Sofia,3.0
Papa's Pizza,3.0
Frank's II Pizzeria,3.0
A-1 Pastry Shoppe,3.0
Carrabba's Italian Grill,3.0
Baja Fresh,3.0
China House,3.0
Ralic's Steakhouse,3.0
Lim Fong's Kitchen,3.0
Andy's Sandwiches Ice Cream Pizza & Shakes,3.0
Burger King,3.0
Oki Maki Sushi Burrito,3.0
Quick Chek,3.0
Chuck E. Cheese,3.0
Kabuki Japanese Cuisine,3.0
Pete's Steakhouse,3.0
China Gourmet,3.0
Smashburger,3.0
Epiro's Pizza,3.0
Nagoya Japanese Cuisine,3.0
Bagel Delights,3.0
Talk of the Town,3.0
Cooper's Riverview,3.0
California Pizza Kitchen - Cherry Hill,3.0
Joe Italiano's Maplewood,3.0
25 Burgers,3.0
Ott's Voorhees Tavern,3.0
Cherry Hill Pizza,3.0
Wu's Bistro,3.0
Grab -N- Go Bagel & Deli,3.0
Yama Japanese Restaurant,3.0
Prime,3.0
Angelo's Pizza,3.0
The Whitman Diner,3.0
Golden Palace,3.0
Telford Inn,3.0
B.GOOD,3.0
McDonald's,3.0
Balsamo's Pizza and Beer,3.0
Hamburger Hill,3.0
Baltimore Crab & Seafood,3.0
Olive Garden Italian Restaurant,3.0
Ciconte's Italia Pizza,3.0
Violas Pizzaria,3.0
Chuck's Cafe,3.0
Rumors Bar & Grille,3.0
East Garden Buffet,3.0
Phily Diner & Sports Bar,3.0
Pesce Ristorante,3.0
Pizza City,3.0
Iron Skillet Restaurant,3.0
Buck Horn Family Restaurant,3.0
Al Dente Italiana,3.0
Burger King,3.0
Tan May Chinese Restaurant,2.5
Pat's Pizzeria,2.5
Domino's Pizza,2.5
Mandarin Buffet,2.5
Chuck E. Cheese,2.5
Taco Bell,2.5
Arby's,2.5
Golden Corral,2.5
Wildfire BBQ,2.5
Burger King,2.5
Domino's Pizza,2.5
Little Louie's BBQ,2.5
Best Food In Town Chinese Kitchen,2.5
Hunan Wok,2.5
Checkers,2.5
Thaimax,2.5
Two Brothers Pizza,2.5
Panda Express,2.5
Pat's Pizzeria,2.5
Old Town Buffet,2.5
Marcello Pizza & Italian Restaurant,2.5
A & H African & Jamaican Restaurant,2.5
Dunkin',2.5
Denny's,2.5
Coastline Restaurant,2.5
McDonald's,2.5
Aloha Bay Tiki Bar,2.5
Ichiban Buffet,2.5
Roma Pizza,2.5
Po-Po No 1 Chinese Restaurant,2.5
Jim & Mike's Pizzeria & Restaurant,2.5
Papa John's Pizza,2.5
Luigi's Family Restaurant & Pizzeria,2.5
Guillermo's On Broadway,2.5
Tony Luke's,2.5
Slack's Hoagie Shack,2.5
Starbucks,2.5
Jersey Diner,2.5
Bensi,2.5
Kitchen 114,2.5
Golden Corral Buffet & Grill,2.5
Dunkin',2.5
Outback Steakhouse,2.5
Empire Buffet,2.5
Red Lantern,2.5
Sushi World,2.5
Bob Evans,2.5
Burger King,2.5
Wendy's,2.5
Arelis Restaurant,2.5
Jade Bistro,2.5
Wawa,2.5
Bertucci's Italian Restaurant,2.5
KFC,2.5
Chipotle Mexican Grill,2.5
Pizza Tower,2.5
Voorhees Diner,2.5
Don Franco's Apollo Pizza,2.5
Taco Bell,2.5
Subway,2.5
Friendly's,2.5
Pizza Boli's,2.5
Rosa Pizza,2.5
CiCi's Pizza,2.5
Denny's,2.5
New Atco Diner,2.5
Little Caesars Pizza,2.5
Chipotle Mexican Grill,2.5
Elmer Diner,2.5
Corrados Restaurant Pizzeria,2.5
Popeyes Louisiana Kitchen,2.5
Ichiban Grill Supreme Buffet,2.5
Wingstop,2.5
Pat's Pizzeria,2.5
Jalapeños Grill,2.5
Wendy's,2.5
Randazzo Pizza & Pasta,2.5
The Stone Grille,2.5
Domino's Pizza,2.5
New China,2.5
Brooklawn Diner,2.5
China Kitchen,2.5
PrimoHoagies,2.5
The Taste of India,2.5
S&P Chinese & Japanese Steak House,2.5
Little Jim's Pizza & Pasta,2.5
Papa John's Pizza,2.5
Peter's Diner,2.5
Tony luke's,2.5
Gus's Pizzeria Woodstown,2.5
Michael's Diner Restaurant,2.5
Clancy's Pub,2.5
Popeyes Louisiana Kitchen,2.5
Dowling Smoke House,2.5
Wing King,2.5
Gaetano's Pizzeria,2.5
Arby's,2.5
Tao Yuan Bistro,2.5
The Cheesesteak Factory,2.0
Chili's,2.0
McDonald's,2.0
Cono Pizza & Ice Cream,2.0
Continental Diner,2.0
Rho Ristorante Discoteca,2.0
China House,2.0
Boston Market,2.0
Applebee's Grill + Bar,2.0
Taco Bell,2.0
Taco Bell,2.0
Domino's Pizza,2.0
Chipotle Mexican Grill,2.0
Domino's Pizza,2.0
Arby's,2.0
Popeyes Louisiana Kitchen,2.0
Wendy's,2.0
Chicken Holiday,2.0
Bistro Americana,2.0
Dunkin',2.0
McDonald's,2.0
Little Caesars,2.0
Brother's Kitchen,2.0
Ho Choi Chinese Restaurant,2.0
Papa John's Pizza,2.0
McDonald's,2.0
Pizza Boli's,2.0
Domino's Pizza,2.0
Domino's Pizza,2.0
Saladworks,2.0
Old Country Buffet,2.0
Cherry Grill - Barclay Cafe,2.0
Bamboo Chinese Restaurant,2.0
Dunkin',2.0
IHOP,2.0
Chipotle Mexican Grill,2.0
Dunkin',2.0
McDonald's,2.0
Burger King,2.0
Fu Wah Chinese,2.0
McDonald's,2.0
Wendy's,2.0
McDonald's,2.0
KFC,2.0
Burger King,2.0
Starbucks,2.0
Guiseppi's Restaurant & Cocktail Lounge,2.0
A Happy Family,2.0
Pat's Pizzeria,2.0
KFC,2.0
Walt Whitman Service Area,2.0
Papa John's Pizza,2.0
Nick's Pizza,2.0
Subway,2.0
Popeyes Louisiana Kitchen,2.0
Pizza Hut,1.5
Brooklyn Famous Pizza,1.5
Wendy's,1.5
Burger King,1.5
McDonald's,1.5
Burger King,1.5
Burger King,1.5
Papa John's Pizza,1.5
Friendly's,1.5
Burger King,1.5
Popeyes Louisiana Kitchen,1.5
Pat's Pizzeria,1.5
